School,School Name,Percent
0050,Abbottston Elementary,0.0
0051,Waverly Elementary/Middle,0.024691358024691357
0053,Margaret Brent Elementary/Middle,0.11428571428571428
0054,Barclay Elementary/Middle,0.0
0055,Hampden Elementary/Middle,0.4326086956521739
0058,Dr. Nathan A. Pitts-Ashburton Elementary/Middle,0.0
0060,Gwynns Falls Elementary,0.0
0061,Dorothy I. Height Elementary,0.0
0062,Park Heights Academy,0.0
0063,Rosemont Elementary/Middle,0.0
0064,Liberty Elementary,0.8416666666666667
0066,Mount Royal Elementary/Middle,0.09846547314578005
0067,Edgewood Elementary,0.25133689839572193
0075,Katherine Johnson Global Academy,0.0
0076,Francis Scott Key Elementary/Middle,0.4083044982698962
0081,North Bend Elementary/Middle,0.0
0083,William Paca Elementary,0.05555555555555555
0084,Thomas Johnson Elementary/Middle,0.6537678207739308
0085,Fort Worthington Elementary/Middle,0.016973125884016973
0086,Lakewood Elementary,0.18446601941747573
0087,Windsor Hills Elementary/Middle,0.0
0088,Wildwood Elementary/Middle,0.0
0095,Franklin Square Elementary/Middle,0.0
0097,Collington Square Elementary/Middle,0.0
0105,Moravia Park Elementary,0.019174041297935103
0122,The Historic Samuel Coleridge-Taylor Elementary,0.0
0124,Bay-Brook Elementary/Middle,0.096045197740113
0125,Furman Templeton Preparatory Academy,0.0
0130,Booker T. Washington Middle,0.0
0134,Walter P. Carter Elementary/Middle,0.0
0142,Robert W. Coleman Elementary,0.0
0144,Billie Holiday Elementary,0.0
0150,Mary Ann Winterling Elementary at Bentalou,0.0
0159,The Historic Cherry Hill Elementary/Middle,0.0
0164,Arundel Elementary,0.0
0177,George W. F. McMechen High,0.0
0178,Excel Academy at Francis M. Wood High,0.0
0201,Dickey Hill Elementary/Middle,0.0
0203,Maree Garnett Farring Elementary/Middle,0.1812778603268945
0204,Mary E. Rodman Elementary,0.0
0205,Woodhome Elementary/Middle,0.06345733041575492
0206,Furley Elementary,0.029082774049217
0207,Curtis Bay Elementary,0.23317307692307693
0210,Hazelwood Elementary/Middle,0.02109704641350211
0211,Gardenville Elementary,0.0
0212,Garrett Heights Elementary/Middle,0.09090909090909091
0213,Govans Elementary,0.0
0215,Highlandtown Elementary/Middle #215,0.021367521367521368
0217,Belmont Elementary,0.6153846153846154
0219,Yorkwood Elementary,0.0
0220,Morrell Park Elementary/Middle,0.33256880733944955
0221,The Mount Washington School,0.26591760299625467
0223,Pimlico Elementary/Middle,0.0
0225,Westport Academy,0.0
0226,Violetville Elementary/Middle,0.2478134110787172
0228,John Ruhrah Elementary/Middle,0.0712719298245614
0229,Holabird Academy,0.04703476482617587
0231,The Belair-Edison School,0.013461538461538462
0232,Thomas Jefferson Elementary/Middle,0.0
0233,Roland Park Elementary/Middle,0.3487179487179487
0234,Arlington Elementary,0.0
0235,Glenmount Elementary/Middle,0.026392961876832845
0236,Hamilton Elementary/Middle,0.0976470588235294
0237,Highlandtown Elementary/Middle #237,0.022193211488250653
0239,Benjamin Franklin High School at Masonville Cove,0.2020057306590258
0240,Graceland Park/O'Donnell Heights Elementary/Middle,0.05803571428571429
0241,Fallstaff Elementary/Middle,0.0
0242,Northwood Elementary,0.0
0243,Armistead Gardens Elementary/Middle,0.17362045760430686
0245,Leith Walk Elementary/Middle,0.0
0246,Beechfield Elementary/Middle,0.027906976744186046
0247,Cross Country Elementary/Middle,0.03412462908011869
0248,Sinclair Lane Elementary,0.0
0249,Medfield Heights Elementary,0.3952380952380952
0250,"Dr. Bernard Harris, Sr., Elementary",0.0
0251,Callaway Elementary,0.0
0256,Calvin M. Rodwell Elementary/Middle,0.0
0260,Frederick Elementary,0.03735632183908046
0262,Empowerment Academy,0.0
0301,William S. Baer School,0.0
0307,Claremont School,0.0
0313,Lois T. Murray Elementary/Middle,0.0
0314,Sharp-Leadenhall Elementary/Middle,0.0
0321,Midtown Academy,0.06565656565656566
0322,New Song Academy,0.0
0323,The Crossroads School,0.0
0325,ConneXions: A Community Based Arts School,0.0
0326,City Neighbors Charter School,0.3261802575107296
0327,Patterson Park Public Charter School,0.16049382716049382
0328,Southwest Baltimore Charter School,0.07177033492822966
0332,The Green School of Baltimore,0.4050632911392405
0333,Independence School Local I,0.11920529801324503
0335,Baltimore International Academy,0.039318479685452164
0336,Baltimore Montessori Public Charter School,0.23933209647495363
0341,The Reach! Partnership School,0.0
0345,Joseph C. Briscoe Academy,0.0
0346,City Neighbors Hamilton,0.3463203463203463
0347,KIPP Harmony Academy,0.0
0348,Baltimore Leadership School for Young Women,0.0
0362,Bard High School Early College,0.08071748878923767
0364,Bluford Drew Jemison STEM Academy West,0.0
0368,Elmer A. Henderson: A Johns Hopkins Partnership,0.0
0371,Lillie May Carroll Jackson School,0.0
0373,Tunbridge Public Charter School,0.12317327766179541
0374,Vanguard Collegiate Middle,0.0
0375,Baltimore Collegiate School for Boys,0.0
0376,City Neighbors High,0.06235011990407674
0377,Green Street Academy,0.018497109826589597
0382,Baltimore Design School,0.042801556420233464
0384,Creative City Public Charter School,0.06666666666666667
0385,Baltimore International Academy West,0.0
0386,Clay Hill Public Charter School,0.08108108108108109
0400,Edmondson-Westside High,0.01366742596810934
0403,Baltimore Polytechnic Institute,0.18176139912554654
0405,Patterson High,0.061823802163833076
0406,Forest Park High,0.0
0407,Western High,0.03013481363996828
0410,Mergenthaler Vocational-Technical High,0.024017467248908297
0413,Achievement Academy at Harbor City High,0.0
0414,Paul Laurence Dunbar High,0.017085427135678392
0415,Baltimore School for the Arts,0.36705882352941177
0416,Digital Harbor High School,0.06217995610826628
0419,Reginald F. Lewis High,0.019762845849802372
0421,National Academy Foundation,0.019753086419753086
0422,New Era Academy,0.028795811518324606
0427,Academy for College and Career Exploration,0.06709677419354838
0429,Vivien T. Thomas Medical Arts Academy,0.02850877192982456
0430,Augusta Fells Savage Institute of Visual Arts,0.0
0432,Coppin Academy,0.0
0433,Renaissance Academy,0.0
0450,Frederick Douglass High,0.017226528854435832
0454,Carver Vocational-Technical High,0.017163504968383016
0480,Baltimore City College,0.1746987951807229
0884,Eager Street Academy,0.0
A,All Baltimore City Schools,0.07310396236842444
1000,The Seed School of Maryland,0.0
A,All SEED Schools,0.0
A,All Maryland Schools,0.3388290709507176
